SR_NUMBER,SR_TYPE,SR_SHORT_CODE,CREATED_DEPARTMENT,OWNER_DEPARTMENT,STATUS,ORIGIN,CREATED_DATE,LAST_MODIFIED_DATE,CLOSED_DATE,STREET_ADDRESS,CITY,STATE,ZIP_CODE,STREET_NUMBER,STREET_DIRECTION,STREET_NAME,STREET_TYPE,DUPLICATE,LEGACY_RECORD,LEGACY_SR_NUMBER,PARENT_SR_NUMBER,COMMUNITY_AREA,WARD,ELECTRICAL_DISTRICT,ELECTRICITY_GRID,POLICE_SECTOR,POLICE_DISTRICT,POLICE_BEAT,PRECINCT,SANITATION_DIVISION_DAYS,CREATED_HOUR,CREATED_DAY_OF_WEEK,CREATED_MONTH,X_COORDINATE,Y_COORDINATE,LATITUDE,LONGITUDE,LOCATION
SR25-01597561,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 9:03,9/2/2025 9:32,9/2/2025 9:03,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,9,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01597560,Garbage Cart Maintenance,SIE,311 City Services,Streets and Sanitation,Open,Phone Call,9/2/2025 9:03,9/2/2025 9:03,,5128 S LARAMIE AVE,Chicago,Illinois,60638,5128,S,LARAMIE,AVE,FALSE,FALSE,,,56,23,10,C034,1,08,0814,22,,9,3,9,1142485.6837059713,1869994.3433714125,41.799321,-87.7530105,"(41.79932100094, -87.753010500002)"
SR25-01597554,Weed Removal Request,SCP,311 City Services,Streets and Sanitation,Completed,Phone Call,9/2/2025 9:02,9/3/2025 6:44,9/3/2025 6:44,3124 W POLK ST,Chicago,Illinois,60612,3124,W,POLK,ST,FALSE,FALSE,,,27,24,7,I024,3,11,1134,40,,9,3,9,1155555.2143538324,1896294.601781732,41.87124,-87.7043745,"(41.87124000094, -87.704374500002)"
SR25-01597552,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 9:02,9/2/2025 9:32,9/2/2025 9:02,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,9,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01597550,Inspect Public Way Request,PBD,311 City Services,CDOT - Department of Transportation,Completed,Phone Call,9/2/2025 9:02,9/2/2025 9:53,9/2/2025 9:53,1857 W 17TH ST,Chicago,Illinois,60608,1857,W,17TH,ST,FALSE,FALSE,,,31,25,7,L026,3,12,1234,11,,9,3,9,1164050.3815777055,1891691.2725325339,41.858433,-87.6733155,"(41.85843300094, -87.673315500002)"
SR25-01597549,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 9:02,9/2/2025 9:31,9/2/2025 9:02,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,9,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01597548,Tree Emergency,SEC,Streets and Sanitation,Streets and Sanitation,Completed,Salesforce Mobile App,9/2/2025 9:02,9/2/2025 13:45,9/2/2025 13:45,8347 S BUFFALO,Chicago,Illinois,60617,8347,S,BUFFALO,,FALSE,FALSE,,,46,10,15,Y042,2,04,0424,4,,9,3,9,1199659.573432801,1850075.861842342,41.743413,-87.5440125,"(41.74341300094, -87.544012500002)"
SR25-01597547,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 9:01,9/2/2025 9:31,9/2/2025 9:01,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,9,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01597544,Street Light Pole Damage Complaint,SFK,Alderman,CDOT - Department of Transportation,Completed,Alderman's Office,9/2/2025 9:01,9/5/2025 8:46,9/5/2025 8:46,2767 W 50TH ST,Chicago,Illinois,60632,2767,W,50TH,ST,FALSE,FALSE,,,63,15,8,J033,2,09,0923,25,,9,3,9,1158715.0973624096,1871367.608,41.80277333,-87.69345511,"(41.80277333397, -87.693455107814)"
SR25-01597543,Dead Animal Pick-Up Request,SGQ,,Streets and Sanitation,Completed,Internet,9/2/2025 9:00,9/2/2025 10:20,9/2/2025 10:20,10701 S WESTERN AVE,Chicago,Illinois,60643,10701,S,WESTERN,AVE,FALSE,FALSE,,,75,19,13,K048,1,22,2212,31,,9,3,9,1162417.5388213133,1833503.094730579,41.698791,-87.6809295,"(41.69879100094, -87.680929500002)"
SR25-01597542,Graffiti Removal Request,GRAF,,Streets and Sanitation,Completed,Mobile Device,9/2/2025 9:00,9/3/2025 12:25,9/3/2025 12:25,5825 S PULASKI RD,,,,5825,S,PULASKI,RD,FALSE,FALSE,,,62,23,10,G035,2,08,0822,3,,9,3,9,1150722.83,1865529.8932307898,41.7869133,-87.72291866,"(41.786913296639, -87.72291865776)"
SR25-01597540,Abandoned Vehicle Complaint,SKA,,Streets and Sanitation,Open,Internet,9/2/2025 9:00,9/2/2025 10:00,,2310 W 50TH PL,Chicago,Illinois,60609,2310,W,50TH,PL,FALSE,FALSE,,,63,15,8,K033,3,09,0931,19,,9,3,9,1161739.094821758,1871194.8674067107,41.802237,-87.6823695,"(41.80223700094, -87.682369500002)"
SR25-01597539,Tree Debris Clean-Up Request,SEL,Streets and Sanitation,Streets and Sanitation,Open,Salesforce Mobile App,9/2/2025 9:00,9/2/2025 9:00,,8346 S BUFFALO,Chicago,Illinois,60617,8346,S,BUFFALO,,FALSE,FALSE,,,46,10,15,Y042,2,04,0424,4,,9,3,9,1199481.533042891,1850070.9496002665,41.743404,-87.544665,"(41.74340400094, -87.544665000002)"
SR25-01597538,Street Light Out Complaint,SFD,,CDOT - Department of Transportation,Completed,Internet,9/2/2025 9:00,9/2/2025 11:05,9/2/2025 11:05,2637 N DRAKE AVE,Chicago,Illinois,60647,2637,N,DRAKE,AVE,FALSE,FALSE,,,22,35,4,H016,1,14,1412,28,,9,3,9,1152336.149483956,1917458.534549261,41.92938,-87.7156335,"(41.929380000941, -87.715633500002)"
SR25-01597537,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 9:00,9/2/2025 9:32,9/2/2025 9:00,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,9,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01597536,Rodent Baiting/Rat Complaint,SGA,311 City Services,Streets and Sanitation,Open,Phone Call,9/2/2025 9:00,9/2/2025 9:00,,18 E 99TH PL,Chicago,Illinois,60628,18,E,99TH,PL,FALSE,FALSE,,,49,9,14,Q046,1,05,0511,2,,9,3,9,1178220.653291534,1839085.561265004,41.713767,-87.6228975,"(41.71376700094, -87.622897500002)"
SR25-01597533,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 8:59,9/2/2025 9:32,9/2/2025 8:59,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,8,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01597531,Stray Animal Complaint,EAE,311 City Services,Animal Care and Control,Canceled,Phone Call,9/2/2025 8:59,9/2/2025 13:15,9/2/2025 13:15,1252 E 81ST ST,Chicago,Illinois,,1252,E,81ST,ST,FALSE,FALSE,,,45,8,12,T041,1,04,0411,29,,8,3,9,1186284.2876827999,1851544.841230614,41.74777024,-87.59297327,"(41.747770244038, -87.592973267989)"
SR25-01597530,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 8:59,9/2/2025 9:31,9/2/2025 8:59,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,8,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01597528,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 8:59,9/2/2025 9:32,9/2/2025 8:59,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,8,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01597526,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 8:58,9/2/2025 9:32,9/2/2025 8:58,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,8,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01597524,Rodent Baiting/Rat Complaint,SGA,311 City Services,Streets and Sanitation,Open,Phone Call,9/2/2025 8:58,9/2/2025 8:58,,5623 S WOOD ST,Chicago,Illinois,60636,5623,S,WOOD,ST,FALSE,FALSE,,,67,15,11,L035,1,07,0715,17,,8,3,9,1165385.3397255584,1867283.8000166595,41.791428,-87.669108,"(41.79142800094, -87.669108000002)"
SR25-01597523,Abandoned Vehicle Complaint,SKA,,Streets and Sanitation,Completed,Internet,9/2/2025 8:58,9/8/2025 7:08,9/8/2025 7:08,5245 S FAIRFIELD AVE,Chicago,Illinois,60632,5245,S,FAIRFIELD,AVE,FALSE,FALSE,,,63,14,11,J034,2,09,0923,14,,8,3,9,1159007.5764594518,1869573.8339073504,41.797845,-87.6924315,"(41.79784500094, -87.692431500002)"
SR25-01597522,Rodent Baiting/Rat Complaint,SGA,,Streets and Sanitation,Open,Mobile Device,9/2/2025 8:58,9/2/2025 8:58,,5732 N HERMITAGE AVE,,,,5732,N,HERMITAGE,AVE,FALSE,FALSE,,,77,40,2,L008,1,20,2012,22,,8,3,9,1163641.1113781463,1938189.2300245166,41.986035,-87.6735045,"(41.986035000941, -87.673504500002)"
SR25-01597521,Recycling Pick Up,SRRP,,Streets and Sanitation,Completed,Internet,9/2/2025 8:58,9/4/2025 7:33,9/4/2025 7:33,11108 S B,Chicago,Illinois,60617,11108,S,B,,FALSE,FALSE,,,52,10,15,Z049,3,04,0433,19,,8,3,9,1204717.2867232691,1831860.8795563402,41.693301,-87.526107,"(41.69330100094, -87.526107000002)"
SR25-01597517,Missed Garbage Pick-Up Complaint,SCC,,Streets and Sanitation,Completed,Mobile Device,9/2/2025 8:58,9/3/2025 14:48,9/3/2025 14:48,901 E 9TH ST,,,,901,E,9TH,ST,FALSE,FALSE,,,32,4,7,Q024,2,01,0123,25,,8,3,9,1176702.4785045034,1896278.7287114884,41.870745,-87.626736,"(41.87074500094, -87.626736000002)"
SR25-01597516,Rodent Baiting/Rat Complaint,SGA,311 City Services,Streets and Sanitation,Open,Phone Call,9/2/2025 8:58,9/2/2025 8:58,,1255 W 51ST ST,Chicago,Illinois,60609,1255,W,51ST,ST,FALSE,FALSE,,,61,20,11,M034,3,09,0934,21,,8,3,9,1168599.3619025638,1870883.7752294762,41.801238,-87.657219,"(41.80123800094, -87.657219000002)"
SR25-01597515,Garbage Cart Maintenance,SIE,311 City Services,Streets and Sanitation,Open,Phone Call,9/2/2025 8:58,9/2/2025 8:58,,18 E 99TH PL,Chicago,Illinois,60628,18,E,99TH,PL,FALSE,FALSE,,,49,9,14,Q046,1,05,0511,2,,8,3,9,1178220.653291534,1839085.561265004,41.713767,-87.6228975,"(41.71376700094, -87.622897500002)"
SR25-01597514,Sanitation Code Violation,SCB,,Streets and Sanitation,Open,Internet,9/2/2025 8:58,9/5/2025 7:34,,3056 N LINCOLN AVE,Chicago,Illinois,60657,3056,N,LINCOLN,AVE,FALSE,FALSE,,,6,32,4,M015,3,19,1932,10,,8,3,9,1165929.3829555972,1920407.3059865788,41.937192,-87.665598,"(41.937192000941, -87.665598000002)"
SR25-01597510,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 8:57,9/2/2025 9:32,9/2/2025 8:57,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,8,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01597509,Rodent Baiting/Rat Complaint,SGA,311 City Services,Streets and Sanitation,Open,Phone Call,9/2/2025 8:57,9/2/2025 8:57,,2643 N MELVINA AVE,Chicago,Illinois,60639,2643,N,MELVINA,AVE,FALSE,FALSE,,,19,36,3,A016,1,25,2512,30,,8,3,9,1134687.5675660395,1917092.0847427773,41.928705,-87.7804965,"(41.928705000941, -87.780496500002)"
SR25-01597507,Garbage Cart Maintenance,SIE,Streets and Sanitation,Streets and Sanitation,Open,Phone Call,9/2/2025 8:57,9/2/2025 8:57,,10509 S SEELEY AVE,Chicago,Illinois,60643,10509,S,SEELEY,AVE,FALSE,FALSE,,,72,19,13,K047,1,22,2212,26,,8,3,9,1164701.435817662,1834888.1327248553,41.702544,-87.672528,"(41.70254400094, -87.672528000002)"
SR25-01597506,Sewer Cleaning Inspection Request,CHECKFOR,,DWM - Department of Water Management,Open,Internet,9/2/2025 8:57,9/9/2025 13:46,,1162 W 20TH PL,Chicago,Illinois,60608,1162,W,20TH,PL,FALSE,FALSE,,,31,25,7,N026,3,12,1235,28,,8,3,9,1168905.1224378317,1890295.8312303382,41.8545,-87.655536,"(41.85450000094, -87.655536000002)"
SR25-01597505,Garbage Cart Maintenance,SIE,,Streets and Sanitation,Open,Mobile Device,9/2/2025 8:57,9/2/2025 8:57,,3015 W WASHINGTON BLVD,,,,3015,W,WASHINGTON,BLVD,FALSE,FALSE,,,27,27,7,I022,2,12,1222,4,,8,3,9,1156189.2022829591,1900418.6378185535,41.882544,-87.7019355,"(41.88254400094, -87.701935500002)"
SR25-01597504,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 8:57,9/2/2025 9:32,9/2/2025 8:57,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,8,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01597502,Traffic Signal Out Complaint,SFB,CDOT - Department of Transportation,CDOT - Department of Transportation,Completed,Phone Call,9/2/2025 8:57,9/2/2025 8:57,9/2/2025 8:57,4937 W FOSTER AVE,Chicago,Illinois,,4937,W,FOSTER,AVE,FALSE,FALSE,,,12,45,1,D010,2,16,1623,41,,8,3,9,1142378.772147554,1934120.2095441062,41.97529216,-87.7518089,"(41.975292155434, -87.75180889753)"
SR25-01597499,Graffiti Removal Request,GRAF,Streets and Sanitation,Streets and Sanitation,Completed,Salesforce Mobile App,9/2/2025 8:56,9/5/2025 13:04,9/5/2025 13:04,4623 S KEDZIE,Chicago,Illinois,60632,4623,S,KEDZIE,,FALSE,FALSE,,,58,14,8,I032,2,09,0922,31,,8,3,9,1155945.2370889613,1873693.4880305678,41.809212,-87.703551,"(41.80921200094, -87.703551000002)"
SR25-01597498,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 8:56,9/2/2025 9:31,9/2/2025 8:56,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,8,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01597496,Traffic Signal Out Complaint,SFB,311 City Services,CDOT - Department of Transportation,Completed,Phone Call,9/2/2025 8:56,9/2/2025 8:59,9/2/2025 8:59,300 W ADAMS ST,Chicago,Illinois,60606,300,W,ADAMS,ST,FALSE,FALSE,,,32,42,7,P023,2,01,0122,9,,8,3,9,1174284.6454953342,1899532.1972020178,41.879727,-87.6355155,"(41.87972700094, -87.635515500002)"
SR25-01597494,Sewer Cave-In Inspection Request,AAD,,DWM - Department of Water Management,Completed,DWM,9/2/2025 8:56,9/2/2025 9:41,9/2/2025 9:41,2544 S Christiana ST,,,,2544,S,Christiana,ST,FALSE,FALSE,,,30,25,8,H027,2,10,1024,16,,8,3,9,1154423.1820402017,1886701.7067359101,41.8449387,-87.70878682,"(41.844938695207, -87.708786818899)"
SR25-01597493,Tree Debris Clean-Up Request,SEL,311 City Services,Streets and Sanitation,Open,Phone Call,9/2/2025 8:56,9/2/2025 8:56,,11525 S MAY ST,Chicago,Illinois,60643,11525,S,MAY,ST,FALSE,FALSE,,,53,21,13,N050,2,05,0524,5,,8,3,9,1170811.3651951824,1828258.3554956194,41.68422,-87.6503475,"(41.68422000094, -87.650347500002)"
SR25-01597491,Graffiti Removal Request,GRAF,,Streets and Sanitation,Completed,Mobile Device,9/2/2025 8:55,9/4/2025 9:41,9/4/2025 9:41,4747 N LINCOLN AVE,,,,4747,N,LINCOLN,AVE,FALSE,FALSE,,,4,47,2,K011,1,19,1911,20,,8,3,9,1159805.0662815552,1931580.655260139,41.967981,-87.6877965,"(41.967981000941, -87.687796500002)"
SR25-01597490,Blue Recycling Cart,SRRC,,Streets and Sanitation,Open,Internet,9/2/2025 8:55,9/2/2025 8:55,,1828 W CERMAK RD,Chicago,Illinois,60608,1828,W,CERMAK,RD,FALSE,FALSE,,,31,25,7,L026,3,12,1234,22,,8,3,9,1164390.8317988531,1889509.5654142296,41.852439,-87.6721275,"(41.85243900094, -87.672127500002)"
SR25-01597489,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 8:55,9/2/2025 9:31,9/2/2025 8:55,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,8,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01597486,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 8:55,9/2/2025 9:31,9/2/2025 8:55,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,8,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01597485,Tree Removal Inspection,SEE,311 City Services,Streets and Sanitation,Open,Phone Call,9/2/2025 8:55,9/2/2025 8:55,,4926 S BLACKSTONE AVE,Chicago,Illinois,60615,4926,S,BLACKSTONE,AVE,FALSE,FALSE,,,39,4,9,T033,2,02,0222,27,,8,3,9,1186739.5943367993,1872498.501283207,41.80525811,-87.59064181,"(41.805258108873, -87.59064180743)"
SR25-01597484,Garbage Cart Maintenance,SIE,311 City Services,Streets and Sanitation,Open,Phone Call,9/2/2025 8:55,9/2/2025 8:55,,1747 W 104TH PL,Chicago,Illinois,60643,1747,W,104TH,PL,FALSE,FALSE,,,72,19,13,L047,1,22,2212,37,,8,3,9,1166338.6704823454,1835323.831702347,41.703705,-87.6665205,"(41.70370500094, -87.666520500002)"
SR25-01597483,Garbage Cart Maintenance,SIE,Streets and Sanitation,Streets and Sanitation,Open,Phone Call,9/2/2025 8:55,9/2/2025 8:55,,6206 S KNOX AVE,Chicago,Illinois,60629,6206,S,KNOX,AVE,FALSE,FALSE,,,64,13,10,E036,1,08,0813,25,,8,3,9,1146364.9873725886,1862989.1984151497,41.780025,-87.7389615,"(41.78002500094, -87.738961500002)"
SR25-01597481,Garbage Cart Maintenance,SIE,311 City Services,Streets and Sanitation,Open,Phone Call,9/2/2025 8:54,9/2/2025 8:54,,1638 N MOODY AVE,Chicago,Illinois,60639,1638,N,MOODY,AVE,FALSE,FALSE,,,25,29,6,A018,1,25,2513,15,,8,3,9,1135078.350497334,1910436.7324690705,41.910435,-87.7792185,"(41.910435000941, -87.779218500002)"
SR25-01597480,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 8:54,9/2/2025 9:31,9/2/2025 8:54,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,8,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01597479,Traffic Signal Out Complaint,SFB,CDOT - Department of Transportation,CDOT - Department of Transportation,Completed,Phone Call,9/2/2025 8:54,9/2/2025 8:56,9/2/2025 8:56,11107 S LONGWOOD DR,Chicago,Illinois,,11107,S,LONGWOOD,DR,FALSE,FALSE,,,75,19,13,K049,1,22,2212,42,,8,3,9,1164902.3317591285,1831025.5489359375,41.69194018,-87.67190099,"(41.691940179312, -87.671900985272)"
SR25-01597472,Graffiti Removal Request,GRAF,,Streets and Sanitation,Completed,Internet,9/2/2025 8:53,9/3/2025 8:54,9/3/2025 8:54,2558 N WESTERN AVE,Chicago,Illinois,60647,2558,N,WESTERN,AVE,FALSE,FALSE,,,22,1,4,J016,3,14,1431,42,,8,3,9,1159897.5743164343,1917223.983561637,41.92858353,-87.6878539,"(41.928583533645, -87.687853904629)"
SR25-01597470,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 8:53,9/2/2025 9:32,9/2/2025 8:53,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,8,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01597468,No Building Permit and Construction Violation,BBD,311 City Services,DOB - Buildings,Open,Phone Call,9/2/2025 8:53,9/2/2025 8:53,,3208 S LEAVITT ST,Chicago,Illinois,60608,3208,S,LEAVITT,ST,FALSE,FALSE,,,59,12,8,K029,1,09,0912,32,,8,3,9,1162117.6406353088,1883227.834932481,41.835249,-87.680646,"(41.83524900094, -87.680646000002)"
SR25-01597467,Street Cleaning Request,SDP,,Streets and Sanitation,Open,Mobile Device,9/2/2025 8:52,9/2/2025 8:53,,4905 W MADISON ST,,,60644,4905,W,MADISON,ST,FALSE,FALSE,,,25,28,6,D023,3,15,1533,39,,8,3,9,1143724.2300865478,1899575.5525836947,41.88047301,-87.74772872,"(41.880473008264, -87.747728724943)"
SR25-01597466,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 8:52,9/2/2025 9:31,9/2/2025 8:52,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,8,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01597465,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 8:52,9/2/2025 9:32,9/2/2025 8:52,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,8,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01597463,Graffiti Removal Request,GRAF,Alderman,Streets and Sanitation,Completed,Alderman's Office,9/2/2025 8:52,9/2/2025 10:34,9/2/2025 10:34,10301 S COMMERCIAL AVE,Chicago,Illinois,60617,10301,S,COMMERCIAL,AVE,FALSE,FALSE,,,51,10,15,W047,3,04,0431,7,,8,3,9,1197391.620189542,1837155.7861224443,41.708016,-87.5527515,"(41.70801600094, -87.552751500002)"
SR25-01597462,Garbage Cart Maintenance,SIE,311 City Services,Streets and Sanitation,Open,Phone Call,9/2/2025 8:52,9/2/2025 8:52,,1815 N MAYFIELD AVE,Chicago,Illinois,60639,1815,N,MAYFIELD,AVE,FALSE,FALSE,,,25,29,6,B018,3,25,2531,36,,8,3,9,1136892.6451795101,1911534.1178638008,41.913414,-87.772527,"(41.913414000941, -87.772527000002)"
SR25-01597460,Garbage Cart Maintenance,SIE,,Streets and Sanitation,Open,Mobile Device,9/2/2025 8:52,9/2/2025 8:52,,7810 S GREEN ST,,,,7810,S,GREEN,ST,FALSE,FALSE,,,71,17,11,N040,2,06,0621,10,,8,3,9,1172094.3130652774,1852754.8693798599,41.751414,-87.644934,"(41.75141400094, -87.644934000002)"
SR25-01597459,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 8:52,9/2/2025 9:32,9/2/2025 8:52,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,8,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01597457,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 8:52,9/2/2025 9:31,9/2/2025 8:52,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,8,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01597455,Tree Debris Clean-Up Request,SEL,Alderman,Streets and Sanitation,Completed,Alderman's Office,9/2/2025 8:52,9/3/2025 11:18,9/3/2025 11:18,3701 W 64TH ST,Chicago,Illinois,60629,3701,W,64TH,ST,FALSE,FALSE,,,65,23,10,G037,2,08,0823,11,,8,3,9,1152763.2443310507,1861840.4858177963,41.776749,-87.7155345,"(41.77674900094, -87.715534500002)"
SR25-01597453,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 8:51,9/2/2025 9:31,9/2/2025 8:51,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,8,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01597451,Abandoned Vehicle Complaint,SKA,,Streets and Sanitation,Completed,SPOTCSR,9/2/2025 8:51,9/4/2025 9:16,9/4/2025 9:16,3806 W THOMAS ST,CHICAGO,IL,60651,3806,W,THOMAS,ST,FALSE,FALSE,,,23,27,6,G020,1,11,1112,24,,8,3,9,1150753.175602364,1907087.5837821066,41.9009523,-87.72172228,"(41.900952296639, -87.721722280219)"
SR25-01597449,Street Cleaning Request,SDP,,Streets and Sanitation,Open,Mobile Device,9/2/2025 8:51,9/2/2025 8:51,,105 N LAMON AVE,,,60644,105,N,LAMON,AVE,FALSE,FALSE,,,25,28,6,D022,3,15,1532,39,,8,3,9,1143707.1855012248,1900056.069339194,41.88179192,-87.74777927,"(41.881791924093, -87.747779273275)"
SR25-01597446,Graffiti Removal Request,GRAF,,Streets and Sanitation,Completed,Internet,9/2/2025 8:51,9/2/2025 10:22,9/2/2025 10:22,5744 W IRVING PARK RD,Chicago,Illinois,60634,5744,W,IRVING PARK,RD,FALSE,FALSE,,,15,38,3,B012,2,16,1624,40,,8,3,9,1137132.701863437,1926110.9140619212,41.95341,-87.771294,"(41.953410000941, -87.771294000002)"
SR25-01597443,Inspect Public Way Request,PBD,311 City Services,CDOT - Department of Transportation,Completed,Phone Call,9/2/2025 8:50,9/2/2025 11:08,9/2/2025 11:08,2548 N SOUTHPORT AVE,Chicago,Illinois,60614,2548,N,SOUTHPORT,AVE,FALSE,FALSE,,,7,32,4,M016,3,19,1932,24,,8,3,9,1166479.485147842,1917230.1719952798,41.928462,-87.6636675,"(41.928462000941, -87.663667500002)"
